store_id,observations,actual_total,predicted_total,MAE,RMSE,R_squared,WAPE_pct,MAPE_pct,Bias_pct,Forecast_accuracy_pct
S003,550,24966,24487.805,5.941457583687522,7.869141900799525,0.8928321092129348,13.089007734631647,14.125394178793002,-1.9153840857171711,86.91099226536835
S001,550,21595,21412.76,4.846788189627907,6.5092779881505365,0.9075560978160739,12.344216273652926,14.372369801107151,-0.8439019245802183,87.65578372634707
S004,550,18926,18805.701,4.465518448569558,5.899841026488041,0.9030989221974938,12.97704293941275,14.273385459691346,-0.6356292731865484,87.02295706058725
S002,550,17140,17260.818,4.328344513286244,5.57815003683728,0.9041462052186736,13.889086827931354,16.64371695558869,0.7048872221030877,86.11091317206865
S005,550,15411,15651.796,4.146747360229492,5.5687677844674255,0.8563097390722518,14.799241114309394,17.66676513974236,1.5624946285814896,85.2007588856906
